start_date,end_date,sales,customer,status,product,revenue
2/14/2019,3/9/2019,S77,C202,identified,Pru Accident Cover,4800000
2/14/2019,3/9/2019,S63,C668,negotiation,Versa Credit Protection,7500000
2/14/2019,3/9/2019,S26,C870,offering,Credit Life Insurance,5300000
2/15/2019,3/9/2019,S34,C123,closed,Smart Protection Mortgage,5100000
2/15/2019,3/10/2019,S79,C277,identified,Smart Protection Mortgage,8100000
2/15/2019,3/10/2019,S25,C563,initial,Smart Protection Mortgage,8300000
2/15/2019,3/10/2019,S65,C607,initial,Pru Accident Cover,7300000
2/15/2019,3/10/2019,S66,C127,initial,Smart Life Protection,3500000
2/15/2019,3/10/2019,S31,C727,initial,Versa Credit Protection,8200000
2/15/2019,3/10/2019,S32,C552,identified,Smart Protection Mortgage,6100000
2/15/2019,3/10/2019,S43,C492,offering,Indonesian Fire Insurance Standard Policy,7600000
2/15/2019,3/10/2019,S23,C108,closed,Pru Accident Guard,1900000
2/15/2019,3/10/2019,S64,C554,negotiation,Personal Belongings Protection,5400000
2/15/2019,3/10/2019,S7,C804,drop,Smart Protection Mortgage,4500000
2/15/2019,3/10/2019,S40,C6,initial,Injuries Protection (AIG),900000
2/15/2019,3/10/2019,S30,C922,closed,Versa Credit Protection,6400000
2/15/2019,3/10/2019,S83,C940,identified,Smart Life Protection,3200000
2/15/2019,3/10/2019,S73,C659,offering,Pru Accident Guard Plus,8000000
2/15/2019,3/10/2019,S11,C181,offering,Prumortgage Protection,8100000
2/15/2019,3/10/2019,S85,C868,identified,Pru Accident Guard,2200000
2/15/2019,3/10/2019,S94,C517,initial,Smart Life Protection,400000
2/15/2019,3/10/2019,S6,C776,negotiation,Versa Credit Protection,1200000
2/15/2019,3/10/2019,S48,C54,closed,Smart Protection Mortgage,2200000
2/15/2019,3/10/2019,S6,C22,closed,Credit Life Insurance,3400000
2/15/2019,3/10/2019,S89,C386,negotiation,Credit Life Insurance,5800000
2/15/2019,3/10/2019,S28,C383,closed,Injuries Protection (AIG),900000
2/15/2019,3/10/2019,S38,C533,drop,Smart Protection Mortgage,5500000
2/15/2019,3/11/2019,S88,C315,initial,Credit Life Insurance,7900000
2/15/2019,3/11/2019,S83,C237,initial,Pru Accident Guard,1700000
2/15/2019,3/11/2019,S96,C631,closed,Indonesian Fire Insurance Standard Policy,3500000
2/15/2019,3/11/2019,S46,C404,initial,Injuries Protection (AIG),3200000
2/15/2019,3/11/2019,S24,C183,closed,Credit Life Insurance,2800000
2/15/2019,3/11/2019,S5,C378,closed,Personal Belongings Protection,8300000
2/15/2019,3/11/2019,S31,C744,drop,Personal Belongings Protection,9100000
2/15/2019,3/11/2019,S55,C964,offering,Smart Life Protection,8900000
2/15/2019,3/11/2019,S92,C463,closed,Injuries Protection (AIG),9400000
2/15/2019,3/11/2019,S38,C569,initial,Pru Accident Cover,1700000
2/16/2019,3/11/2019,S28,C744,negotiation,Personal Belongings Protection,3600000
2/16/2019,3/11/2019,S49,C440,identified,Pru Accident Guard Plus,5000000
2/16/2019,3/11/2019,S2,C541,negotiation,Pru Accident Cover,6700000
2/16/2019,3/11/2019,S36,C407,negotiation,Smart Life Protection,4900000
2/16/2019,3/11/2019,S54,C141,drop,Pru Accident Cover,8400000
2/16/2019,3/11/2019,S5,C751,initial,Smart Protection Mortgage,9000000
2/16/2019,3/11/2019,S78,C136,identified,Personal Belongings Protection,2500000
2/16/2019,3/11/2019,S2,C977,identified,Pru Accident Guard Plus,8400000
2/16/2019,3/11/2019,S85,C115,negotiation,Pru Accident Guard Plus,7900000
2/16/2019,3/11/2019,S46,C648,drop,Prumortgage Protection,1300000
2/16/2019,3/11/2019,S61,C379,drop,Credit Life Insurance,4100000
2/16/2019,3/11/2019,S9,C485,identified,Indonesian Fire Insurance Standard Policy,8800000
2/16/2019,3/11/2019,S46,C90,negotiation,Smart Life Protection,4400000
2/16/2019,3/11/2019,S85,C851,identified,Prumortgage Protection,8400000
2/16/2019,3/11/2019,S46,C488,initial,Injuries Protection (AIG),100000
2/16/2019,3/11/2019,S63,C638,negotiation,Personal Belongings Protection,5900000
2/16/2019,3/11/2019,S3,C158,drop,Prumortgage Protection,9700000
2/16/2019,3/11/2019,S89,C684,initial,Smart Protection Mortgage,1200000
2/16/2019,3/11/2019,S70,C721,negotiation,Smart Protection Mortgage,5700000
2/16/2019,3/11/2019,S62,C997,drop,Smart Life Protection,1400000
2/16/2019,3/12/2019,S4,C466,initial,Personal Belongings Protection,1600000
2/16/2019,3/12/2019,S92,C924,negotiation,Prumortgage Protection,7000000
2/16/2019,3/12/2019,S15,C266,negotiation,Versa Credit Protection,2700000
2/16/2019,3/12/2019,S84,C940,closed,Smart Protection Mortgage,1900000
2/17/2019,3/12/2019,S39,C605,negotiation,Credit Life Insurance,300000
2/17/2019,3/12/2019,S79,C278,offering,Smart Life Protection,7600000
2/17/2019,3/12/2019,S18,C228,negotiation,Indonesian Fire Insurance Standard Policy,700000
2/17/2019,3/12/2019,S39,C938,drop,Smart Life Protection,1700000
2/17/2019,3/12/2019,S17,C82,identified,Credit Life Insurance,5400000
2/17/2019,3/12/2019,S21,C432,offering,Pru Accident Guard,5200000
2/17/2019,3/12/2019,S55,C481,closed,Pru Accident Guard Plus,3700000
2/17/2019,3/12/2019,S77,C703,identified,Credit Life Insurance,7600000
2/17/2019,3/12/2019,S31,C819,drop,Smart Life Protection,1200000
2/17/2019,3/12/2019,S77,C124,identified,Pru Accident Guard Plus,2300000
2/17/2019,3/12/2019,S81,C271,identified,Pru Accident Guard,1600000
2/17/2019,3/12/2019,S33,C164,closed,Pru Accident Guard Plus,8800000
2/17/2019,3/12/2019,S93,C570,offering,Pru Accident Guard,4700000
2/17/2019,3/12/2019,S36,C403,closed,Injuries Protection (AIG),9600000
2/17/2019,3/12/2019,S89,C362,identified,Pru Accident Cover,4000000
2/17/2019,3/12/2019,S18,C45,closed,Pru Accident Guard,7800000
2/17/2019,3/12/2019,S48,C286,initial,Smart Protection Mortgage,7900000
2/17/2019,3/12/2019,S44,C859,negotiation,Pru Accident Guard,2900000
2/17/2019,3/12/2019,S89,C158,drop,Personal Belongings Protection,6500000
2/17/2019,3/12/2019,S40,C939,identified,Pru Accident Guard Plus,5800000
2/17/2019,3/12/2019,S25,C263,initial,Personal Belongings Protection,9000000
2/17/2019,3/12/2019,S59,C572,identified,Indonesian Fire Insurance Standard Policy,200000
2/17/2019,3/12/2019,S19,C412,identified,Indonesian Fire Insurance Standard Policy,5900000
2/17/2019,3/12/2019,S52,C278,closed,Pru Accident Cover,4100000
2/17/2019,3/12/2019,S94,C508,offering,Smart Protection Mortgage,7100000
2/17/2019,3/13/2019,S64,C713,closed,Prumortgage Protection,900000
2/17/2019,3/13/2019,S98,C278,initial,Pru Accident Guard,8800000
2/17/2019,3/13/2019,S94,C792,drop,Smart Protection Mortgage,6600000
2/17/2019,3/13/2019,S34,C659,offering,Credit Life Insurance,7900000
2/17/2019,3/13/2019,S32,C617,identified,Prumortgage Protection,8500000
2/18/2019,3/13/2019,S72,C729,offering,Smart Life Protection,2300000
2/18/2019,3/13/2019,S34,C769,negotiation,Credit Life Insurance,1600000
2/18/2019,3/13/2019,S93,C747,offering,Prumortgage Protection,6200000
2/18/2019,3/13/2019,S12,C267,initial,Pru Accident Guard,4900000
2/18/2019,3/13/2019,S9,C1000,drop,Pru Accident Guard,4900000
2/18/2019,3/13/2019,S28,C248,initial,Pru Accident Guard,9900000
2/18/2019,3/13/2019,S48,C481,drop,Pru Accident Cover,1300000
2/18/2019,3/13/2019,S54,C580,initial,Injuries Protection (AIG),700000
2/18/2019,3/13/2019,S65,C430,negotiation,Credit Life Insurance,6300000
2/18/2019,3/13/2019,S65,C500,closed,Personal Belongings Protection,6500000
2/18/2019,3/13/2019,S46,C149,negotiation,Injuries Protection (AIG),4400000
2/18/2019,3/13/2019,S17,C533,drop,Smart Protection Mortgage,8700000
2/18/2019,3/13/2019,S81,C940,offering,Pru Accident Guard,3300000
2/18/2019,3/13/2019,S85,C747,negotiation,Pru Accident Guard Plus,7500000
2/18/2019,3/13/2019,S93,C628,initial,Credit Life Insurance,2500000
2/18/2019,3/13/2019,S71,C783,closed,Smart Life Protection,1500000
2/18/2019,3/13/2019,S25,C339,closed,Smart Protection Mortgage,9500000
2/18/2019,3/14/2019,S46,C181,initial,Indonesian Fire Insurance Standard Policy,9600000
2/18/2019,3/14/2019,S66,C341,identified,Versa Credit Protection,4900000
2/18/2019,3/14/2019,S14,C387,offering,Personal Belongings Protection,5100000
2/18/2019,3/14/2019,S77,C95,initial,Pru Accident Cover,7400000
2/18/2019,3/14/2019,S39,C629,identified,Pru Accident Cover,4600000
2/18/2019,3/14/2019,S52,C193,closed,Prumortgage Protection,6000000
2/18/2019,3/14/2019,S60,C826,negotiation,Indonesian Fire Insurance Standard Policy,7500000
2/18/2019,3/14/2019,S17,C389,offering,Versa Credit Protection,3500000
2/18/2019,3/14/2019,S32,C101,negotiation,Personal Belongings Protection,200000
2/18/2019,3/14/2019,S66,C50,drop,Pru Accident Guard Plus,6300000
2/18/2019,3/14/2019,S6,C361,drop,Indonesian Fire Insurance Standard Policy,7200000
2/18/2019,3/14/2019,S26,C443,negotiation,Injuries Protection (AIG),1600000
2/18/2019,3/14/2019,S30,C830,drop,Credit Life Insurance,5100000
2/18/2019,3/14/2019,S44,C83,identified,Smart Life Protection,6300000
2/18/2019,3/14/2019,S1,C366,drop,Smart Life Protection,8500000
2/19/2019,3/14/2019,S39,C77,initial,Versa Credit Protection,8000000
2/19/2019,3/14/2019,S86,C642,drop,Pru Accident Guard Plus,600000
2/19/2019,3/14/2019,S39,C443,offering,Indonesian Fire Insurance Standard Policy,7900000
2/19/2019,3/14/2019,S74,C773,drop,Credit Life Insurance,800000
2/19/2019,3/15/2019,S68,C855,drop,Injuries Protection (AIG),9100000
2/19/2019,3/15/2019,S47,C958,offering,Pru Accident Guard,4200000
2/19/2019,3/15/2019,S80,C650,negotiation,Versa Credit Protection,3300000
2/19/2019,3/15/2019,S72,C329,identified,Personal Belongings Protection,1200000
2/19/2019,3/15/2019,S52,C199,offering,Versa Credit Protection,9300000
2/19/2019,3/15/2019,S83,C845,negotiation,Pru Accident Guard Plus,1600000
2/19/2019,3/15/2019,S38,C590,identified,Credit Life Insurance,2500000
2/19/2019,3/15/2019,S54,C516,negotiation,Pru Accident Cover,6900000
2/19/2019,3/15/2019,S26,C135,negotiation,Injuries Protection (AIG),6000000
2/19/2019,3/15/2019,S15,C160,negotiation,Personal Belongings Protection,3400000
2/19/2019,3/15/2019,S62,C187,identified,Personal Belongings Protection,5100000
2/19/2019,3/15/2019,S1,C751,drop,Personal Belongings Protection,4500000
2/19/2019,3/15/2019,S41,C371,initial,Pru Accident Guard,2600000
2/19/2019,3/15/2019,S49,C984,drop,Personal Belongings Protection,5400000
2/19/2019,3/15/2019,S88,C70,drop,Credit Life Insurance,7800000
2/20/2019,3/15/2019,S84,C617,closed,Credit Life Insurance,6600000
2/20/2019,3/15/2019,S86,C205,closed,Personal Belongings Protection,800000
2/20/2019,3/15/2019,S70,C262,drop,Pru Accident Guard,700000
2/20/2019,3/15/2019,S8,C468,initial,Smart Protection Mortgage,8600000
2/20/2019,3/15/2019,S97,C317,initial,Smart Life Protection,2900000
2/20/2019,3/15/2019,S61,C217,offering,Pru Accident Guard Plus,800000
2/20/2019,3/15/2019,S31,C169,offering,Pru Accident Cover,4000000
2/20/2019,3/15/2019,S16,C949,closed,Indonesian Fire Insurance Standard Policy,9400000
2/20/2019,3/15/2019,S32,C502,negotiation,Credit Life Insurance,3700000
2/20/2019,3/15/2019,S90,C412,offering,Credit Life Insurance,6200000
2/20/2019,3/15/2019,S14,C660,closed,Credit Life Insurance,2200000
2/20/2019,3/15/2019,S63,C580,drop,Indonesian Fire Insurance Standard Policy,5100000
2/20/2019,3/16/2019,S70,C459,negotiation,Pru Accident Guard Plus,2600000
2/20/2019,3/16/2019,S68,C811,drop,Versa Credit Protection,4600000
2/20/2019,3/16/2019,S80,C644,offering,Injuries Protection (AIG),5900000
2/20/2019,3/16/2019,S19,C414,negotiation,Pru Accident Guard Plus,6700000
2/20/2019,3/16/2019,S1,C909,initial,Pru Accident Guard,3500000
2/20/2019,3/16/2019,S42,C166,initial,Credit Life Insurance,2100000
2/20/2019,3/16/2019,S18,C437,identified,Pru Accident Cover,500000
2/20/2019,3/16/2019,S41,C331,offering,Indonesian Fire Insurance Standard Policy,2700000
2/20/2019,3/16/2019,S42,C252,drop,Pru Accident Guard,100000
2/20/2019,3/16/2019,S75,C139,drop,Indonesian Fire Insurance Standard Policy,8400000
2/20/2019,3/16/2019,S28,C486,drop,Pru Accident Guard Plus,8800000
2/20/2019,3/16/2019,S33,C472,offering,Injuries Protection (AIG),9500000
2/20/2019,3/16/2019,S30,C881,offering,Smart Protection Mortgage,4700000
2/20/2019,3/16/2019,S19,C411,offering,Prumortgage Protection,6700000
2/20/2019,3/16/2019,S69,C415,closed,Pru Accident Cover,5400000
2/20/2019,3/16/2019,S34,C356,drop,Prumortgage Protection,1200000
2/21/2019,3/16/2019,S35,C826,drop,Smart Protection Mortgage,9000000
2/21/2019,3/16/2019,S1,C111,offering,Personal Belongings Protection,2700000
2/21/2019,3/16/2019,S26,C242,initial,Pru Accident Guard Plus,6400000
2/21/2019,3/16/2019,S99,C216,identified,Personal Belongings Protection,5600000
2/21/2019,3/16/2019,S69,C519,drop,Pru Accident Guard Plus,2600000
2/21/2019,3/16/2019,S15,C28,closed,Pru Accident Guard Plus,9600000
2/21/2019,3/16/2019,S95,C814,drop,Pru Accident Guard Plus,6400000
2/21/2019,3/16/2019,S59,C154,negotiation,Pru Accident Cover,4400000
2/21/2019,3/16/2019,S99,C126,closed,Pru Accident Cover,3400000
2/21/2019,3/16/2019,S94,C744,drop,Versa Credit Protection,2100000
2/21/2019,3/16/2019,S96,C696,offering,Pru Accident Guard,2200000
2/21/2019,3/17/2019,S41,C203,identified,Prumortgage Protection,2800000
2/21/2019,3/17/2019,S16,C378,initial,Prumortgage Protection,3600000
2/21/2019,3/17/2019,S33,C488,offering,Pru Accident Guard Plus,7700000
2/21/2019,3/17/2019,S71,C713,closed,Pru Accident Cover,1900000
2/21/2019,3/17/2019,S24,C505,negotiation,Prumortgage Protection,8800000
2/21/2019,3/17/2019,S72,C388,negotiation,Credit Life Insurance,4500000
2/21/2019,3/17/2019,S42,C661,identified,Smart Life Protection,4300000
2/21/2019,3/17/2019,S88,C826,identified,Credit Life Insurance,7700000
2/21/2019,3/17/2019,S92,C546,initial,Injuries Protection (AIG),8400000
2/21/2019,3/17/2019,S41,C135,negotiation,Prumortgage Protection,5900000
2/21/2019,3/17/2019,S20,C328,negotiation,Prumortgage Protection,4800000
2/22/2019,3/17/2019,S54,C466,initial,Smart Protection Mortgage,9100000
2/22/2019,3/17/2019,S84,C311,drop,Injuries Protection (AIG),9100000
2/22/2019,3/17/2019,S52,C835,negotiation,Injuries Protection (AIG),3200000
2/22/2019,3/17/2019,S62,C997,initial,Personal Belongings Protection,2200000
2/22/2019,3/17/2019,S83,C773,negotiation,Pru Accident Guard,3700000
2/22/2019,3/17/2019,S55,C792,initial,Smart Protection Mortgage,3000000
2/22/2019,3/18/2019,S87,C575,offering,Prumortgage Protection,800000
2/22/2019,3/18/2019,S33,C795,negotiation,Injuries Protection (AIG),9500000
2/22/2019,3/18/2019,S100,C853,drop,Pru Accident Cover,3600000
2/22/2019,3/18/2019,S31,C334,initial,Smart Protection Mortgage,2400000
2/22/2019,3/18/2019,S8,C136,negotiation,Smart Life Protection,9400000
2/22/2019,3/18/2019,S80,C628,closed,Versa Credit Protection,5300000
2/22/2019,3/18/2019,S82,C750,drop,Indonesian Fire Insurance Standard Policy,2600000
2/22/2019,3/18/2019,S41,C614,closed,Prumortgage Protection,3000000
2/22/2019,3/18/2019,S14,C57,identified,Injuries Protection (AIG),9900000
2/22/2019,3/18/2019,S80,C150,closed,Versa Credit Protection,3400000
2/22/2019,3/18/2019,S21,C746,offering,Pru Accident Cover,5500000
2/22/2019,3/18/2019,S74,C516,drop,Injuries Protection (AIG),8400000
2/22/2019,3/18/2019,S53,C683,identified,Smart Life Protection,3900000
2/22/2019,3/18/2019,S8,C991,offering,Prumortgage Protection,7700000
2/22/2019,3/18/2019,S4,C507,closed,Versa Credit Protection,4400000
2/22/2019,3/18/2019,S85,C523,drop,Pru Accident Guard,9300000
2/22/2019,3/18/2019,S42,C563,negotiation,Personal Belongings Protection,2200000
2/22/2019,3/18/2019,S82,C300,negotiation,Pru Accident Guard,3400000
2/22/2019,3/18/2019,S13,C871,identified,Pru Accident Cover,3200000
2/22/2019,3/18/2019,S88,C956,negotiation,Credit Life Insurance,1900000
2/22/2019,3/18/2019,S53,C40,offering,Smart Life Protection,6000000
2/22/2019,3/18/2019,S49,C159,offering,Prumortgage Protection,4300000
2/23/2019,3/18/2019,S27,C234,drop,Pru Accident Cover,6600000
2/23/2019,3/18/2019,S78,C947,closed,Pru Accident Guard Plus,6800000
2/23/2019,3/18/2019,S74,C376,drop,Indonesian Fire Insurance Standard Policy,8700000
2/23/2019,3/18/2019,S84,C982,negotiation,Smart Protection Mortgage,9500000
2/23/2019,3/19/2019,S94,C852,identified,Versa Credit Protection,5900000
2/23/2019,3/19/2019,S89,C497,negotiation,Credit Life Insurance,7600000
2/23/2019,3/19/2019,S76,C228,drop,Smart Protection Mortgage,4500000
2/23/2019,3/19/2019,S61,C458,identified,Pru Accident Guard Plus,1800000
2/23/2019,3/19/2019,S84,C384,offering,Injuries Protection (AIG),6700000
2/23/2019,3/19/2019,S23,C716,initial,Smart Protection Mortgage,5000000
2/23/2019,3/19/2019,S41,C500,drop,Pru Accident Guard,8700000
2/23/2019,3/19/2019,S20,C370,initial,Credit Life Insurance,4500000
2/23/2019,3/19/2019,S25,C671,offering,Indonesian Fire Insurance Standard Policy,100000
2/23/2019,3/19/2019,S40,C422,identified,Pru Accident Cover,5000000
2/23/2019,3/19/2019,S2,C306,identified,Indonesian Fire Insurance Standard Policy,1600000
2/23/2019,3/19/2019,S51,C238,closed,Prumortgage Protection,1100000
2/23/2019,3/19/2019,S73,C861,identified,Indonesian Fire Insurance Standard Policy,8200000
2/23/2019,3/19/2019,S9,C270,initial,Pru Accident Guard Plus,8700000
2/23/2019,3/19/2019,S16,C596,drop,Injuries Protection (AIG),9400000
2/23/2019,3/19/2019,S36,C37,initial,Pru Accident Cover,7800000
2/23/2019,3/19/2019,S39,C514,negotiation,Prumortgage Protection,6500000
2/23/2019,3/19/2019,S53,C14,drop,Indonesian Fire Insurance Standard Policy,4200000
2/23/2019,3/19/2019,S35,C100,offering,Personal Belongings Protection,5900000
2/23/2019,3/20/2019,S56,C412,drop,Injuries Protection (AIG),9900000
2/23/2019,3/20/2019,S76,C459,offering,Injuries Protection (AIG),2500000
2/23/2019,3/20/2019,S91,C571,offering,Smart Protection Mortgage,5600000
2/23/2019,3/20/2019,S79,C305,drop,Pru Accident Guard,1000000
2/23/2019,3/20/2019,S9,C555,offering,Pru Accident Cover,5400000
2/23/2019,3/20/2019,S3,C663,offering,Smart Life Protection,3800000
2/23/2019,3/20/2019,S68,C216,drop,Credit Life Insurance,900000
2/23/2019,3/20/2019,S78,C987,offering,Personal Belongings Protection,500000
2/23/2019,3/20/2019,S100,C674,negotiation,Pru Accident Guard,4500000
2/23/2019,3/20/2019,S93,C885,initial,Versa Credit Protection,9800000
2/24/2019,3/20/2019,S38,C154,offering,Indonesian Fire Insurance Standard Policy,9300000
2/24/2019,3/20/2019,S91,C489,initial,Credit Life Insurance,6100000
2/24/2019,3/20/2019,S74,C922,offering,Prumortgage Protection,900000
2/24/2019,3/20/2019,S50,C761,drop,Indonesian Fire Insurance Standard Policy,6000000
2/24/2019,3/20/2019,S98,C410,offering,Smart Life Protection,6100000
2/24/2019,3/20/2019,S28,C532,offering,Indonesian Fire Insurance Standard Policy,9200000
2/24/2019,3/20/2019,S70,C703,initial,Indonesian Fire Insurance Standard Policy,2600000
2/24/2019,3/20/2019,S75,C627,identified,Pru Accident Guard,5700000
2/24/2019,3/20/2019,S84,C99,offering,Smart Life Protection,1600000
2/24/2019,3/20/2019,S48,C664,closed,Smart Protection Mortgage,600000
2/24/2019,3/20/2019,S47,C751,initial,Indonesian Fire Insurance Standard Policy,6800000
2/24/2019,3/20/2019,S78,C355,negotiation,Pru Accident Guard,8100000
2/24/2019,3/20/2019,S6,C683,drop,Versa Credit Protection,1400000
2/24/2019,3/20/2019,S44,C160,closed,Injuries Protection (AIG),2900000
2/24/2019,3/21/2019,S39,C84,initial,Pru Accident Guard,4200000
2/24/2019,3/21/2019,S37,C500,closed,Smart Life Protection,7800000
2/24/2019,3/21/2019,S28,C226,offering,Pru Accident Cover,2000000
2/24/2019,3/21/2019,S31,C357,closed,Personal Belongings Protection,3400000
2/24/2019,3/21/2019,S78,C493,closed,Credit Life Insurance,6500000
2/24/2019,3/21/2019,S71,C766,identified,Versa Credit Protection,9300000
2/24/2019,3/21/2019,S49,C69,offering,Personal Belongings Protection,2300000
2/24/2019,3/21/2019,S1,C223,initial,Personal Belongings Protection,3400000
2/24/2019,3/21/2019,S36,C48,negotiation,Pru Accident Guard,9600000
2/24/2019,3/21/2019,S98,C763,initial,Versa Credit Protection,3600000
2/24/2019,3/21/2019,S98,C729,closed,Pru Accident Guard,6700000
2/24/2019,3/21/2019,S30,C395,identified,Pru Accident Guard Plus,2500000
2/24/2019,3/21/2019,S96,C518,offering,Pru Accident Guard,3200000
2/24/2019,3/21/2019,S33,C418,offering,Personal Belongings Protection,2500000
2/25/2019,3/21/2019,S74,C830,offering,Pru Accident Guard,5000000
2/25/2019,3/21/2019,S28,C92,identified,Versa Credit Protection,1600000
2/25/2019,3/21/2019,S8,C970,closed,Indonesian Fire Insurance Standard Policy,4900000
2/25/2019,3/21/2019,S18,C199,offering,Prumortgage Protection,5600000
2/25/2019,3/21/2019,S100,C463,negotiation,Injuries Protection (AIG),9600000
2/25/2019,3/21/2019,S92,C934,closed,Prumortgage Protection,1900000
2/25/2019,3/21/2019,S21,C603,offering,Smart Protection Mortgage,5500000
2/25/2019,3/22/2019,S69,C187,identified,Pru Accident Guard,1400000
2/25/2019,3/22/2019,S15,C596,initial,Personal Belongings Protection,700000
2/25/2019,3/22/2019,S52,C295,offering,Credit Life Insurance,7300000
2/25/2019,3/22/2019,S92,C486,offering,Smart Life Protection,6700000
2/25/2019,3/22/2019,S78,C275,identified,Smart Protection Mortgage,7400000
2/25/2019,3/22/2019,S93,C60,offering,Prumortgage Protection,2200000
2/25/2019,3/22/2019,S11,C757,drop,Prumortgage Protection,6000000
2/25/2019,3/22/2019,S94,C662,offering,Personal Belongings Protection,300000
2/25/2019,3/22/2019,S37,C582,initial,Credit Life Insurance,8300000
2/25/2019,3/22/2019,S52,C464,closed,Injuries Protection (AIG),6800000
2/25/2019,3/22/2019,S16,C582,identified,Smart Protection Mortgage,6800000
2/25/2019,3/22/2019,S71,C89,identified,Versa Credit Protection,4300000
2/25/2019,3/22/2019,S88,C608,initial,Indonesian Fire Insurance Standard Policy,9000000
2/25/2019,3/22/2019,S11,C967,drop,Prumortgage Protection,600000
2/25/2019,3/22/2019,S97,C182,offering,Personal Belongings Protection,4800000
2/25/2019,3/22/2019,S17,C452,initial,Injuries Protection (AIG),3400000
2/25/2019,3/23/2019,S31,C424,initial,Smart Protection Mortgage,500000
2/25/2019,3/23/2019,S80,C422,drop,Smart Protection Mortgage,600000
2/25/2019,3/23/2019,S91,C770,offering,Versa Credit Protection,1800000
2/26/2019,3/23/2019,S40,C180,closed,Injuries Protection (AIG),1600000
2/26/2019,3/23/2019,S96,C813,offering,Indonesian Fire Insurance Standard Policy,7700000
2/26/2019,3/23/2019,S60,C273,closed,Pru Accident Guard Plus,6200000
2/26/2019,3/23/2019,S51,C725,drop,Credit Life Insurance,8300000
2/26/2019,3/23/2019,S71,C326,initial,Pru Accident Guard,9400000
2/26/2019,3/23/2019,S97,C990,offering,Pru Accident Guard,1300000
2/26/2019,3/23/2019,S39,C253,negotiation,Versa Credit Protection,700000
2/26/2019,3/23/2019,S8,C801,identified,Personal Belongings Protection,2600000
2/26/2019,3/23/2019,S89,C48,offering,Personal Belongings Protection,5300000
2/26/2019,3/23/2019,S97,C686,drop,Personal Belongings Protection,7500000
2/26/2019,3/23/2019,S77,C514,initial,Credit Life Insurance,2100000
2/26/2019,3/23/2019,S2,C472,identified,Smart Life Protection,8000000
2/26/2019,3/23/2019,S30,C477,negotiation,Pru Accident Guard,1700000
2/26/2019,3/23/2019,S37,C329,initial,Smart Life Protection,6600000
2/26/2019,3/23/2019,S92,C803,closed,Credit Life Insurance,6400000
2/26/2019,3/23/2019,S74,C485,closed,Smart Life Protection,5600000
2/26/2019,3/23/2019,S9,C100,identified,Smart Life Protection,6600000
2/26/2019,3/23/2019,S55,C588,closed,Pru Accident Cover,2800000
2/26/2019,3/23/2019,S64,C680,offering,Pru Accident Guard,4500000
2/26/2019,3/23/2019,S45,C146,negotiation,Personal Belongings Protection,7700000
2/26/2019,3/23/2019,S85,C28,drop,Credit Life Insurance,3300000
2/26/2019,3/23/2019,S91,C121,offering,Personal Belongings Protection,1600000
2/26/2019,3/23/2019,S49,C507,identified,Personal Belongings Protection,2800000
2/26/2019,3/23/2019,S81,C73,negotiation,Versa Credit Protection,6100000
2/26/2019,3/23/2019,S62,C243,drop,Personal Belongings Protection,4700000
2/26/2019,3/23/2019,S12,C394,negotiation,Smart Life Protection,9900000
2/27/2019,3/23/2019,S44,C89,negotiation,Prumortgage Protection,2700000
2/27/2019,3/23/2019,S33,C218,offering,Personal Belongings Protection,3000000
2/27/2019,3/24/2019,S91,C652,closed,Pru Accident Guard Plus,9800000
2/27/2019,3/24/2019,S63,C318,offering,Injuries Protection (AIG),9700000
2/27/2019,3/24/2019,S96,C485,offering,Indonesian Fire Insurance Standard Policy,900000
2/27/2019,3/24/2019,S93,C351,offering,Personal Belongings Protection,9600000
2/27/2019,3/24/2019,S97,C323,drop,Pru Accident Guard Plus,8500000
2/27/2019,3/24/2019,S17,C85,offering,Smart Life Protection,8800000
2/27/2019,3/24/2019,S2,C582,initial,Smart Life Protection,3400000
2/27/2019,3/24/2019,S38,C746,drop,Credit Life Insurance,1900000
2/27/2019,3/24/2019,S76,C226,negotiation,Injuries Protection (AIG),400000
2/27/2019,3/24/2019,S73,C190,initial,Smart Life Protection,7800000
2/27/2019,3/24/2019,S20,C567,initial,Credit Life Insurance,7200000
2/27/2019,3/24/2019,S48,C239,offering,Versa Credit Protection,2500000
2/27/2019,3/24/2019,S46,C110,initial,Injuries Protection (AIG),1300000
2/27/2019,3/24/2019,S85,C932,identified,Smart Life Protection,8600000
2/27/2019,3/24/2019,S17,C431,initial,Credit Life Insurance,9300000
2/27/2019,3/24/2019,S40,C855,initial,Smart Life Protection,1200000
2/27/2019,3/24/2019,S31,C211,negotiation,Pru Accident Cover,4900000
2/27/2019,3/24/2019,S56,C179,closed,Personal Belongings Protection,8500000
2/27/2019,3/24/2019,S97,C418,initial,Versa Credit Protection,7400000
2/27/2019,3/24/2019,S44,C695,closed,Injuries Protection (AIG),8700000
2/27/2019,3/24/2019,S41,C939,closed,Injuries Protection (AIG),5500000
2/27/2019,3/24/2019,S41,C290,identified,Injuries Protection (AIG),4600000
2/27/2019,3/24/2019,S41,C574,identified,Indonesian Fire Insurance Standard Policy,4400000
2/27/2019,3/24/2019,S46,C792,drop,Pru Accident Guard Plus,3100000
2/27/2019,3/24/2019,S17,C47,drop,Personal Belongings Protection,2100000
2/28/2019,3/25/2019,S83,C922,negotiation,Pru Accident Guard,6400000
